"Station","Date","Time","Interval","Air max","Air max time","Air min","Air min time","Air obs","Air avg","Air2 max","Air2 max time","Air2 min","Air2 min time","Air2 obs","Air2 avg","Air3 max","Air3 max time","Air3 min","Air3 min time","Air3 obs","Air3 avg","RH max","RH max time","RH min","RH min time","RH avg","RH2 max","RH2 max time","RH2 min","RH2 min time","RH2 avg","RH3 max","RH3 max time","RH3 min","RH3 min time","RH3 avg","Soil max","Soil max time","Soil min","Soil min time","Soil obs","Soil avg","Precip","ETo","Solar","Leaf","Leaf2","Leaf3","Wind max dir","Wind max speed","Wind max time","Wind obs dir","Wind obs speed","Wind avg dir","Wind avg speed","Wind ST","Wind run","Battery","Dew pnt","Chill hrs","Hrs 26F","Hrs 28F","Hrs 32F","DD41F","DD41F2","DD41F3","TC DSV","TC DSV2","TC DSV3","HR65TO75FA90RH","HR65TO75FA90RH2","HR65TO75FA90RH3","BEEHOURS","BEESEASON"
Nickels_Soils_Lab.P,20190204,2400,1440,52,13:03,38,19:02, ,45, , , , , , , , , , , , ,91, ,40, ,72, , , , , , , , , , , , , , , , ,0.44,0.06,214, , , ,245,31,16:53, , , , , , , ,36, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190205,2400,1440,51,14:55,34,23:59, ,41, , , , , , , , , , , , ,86, ,33, ,63, , , , , , , , , , , , , , , , ,0.00,0.07,334, , , ,350,20,08:51, , , , , , , ,29, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190206,2400,1440,52,15:50,30,07:17, ,39, , , , , , , , , , , , ,92, ,43, ,75, , , , , , , , , , , , , , , , ,0.00,0.06,329, , , ,83,9,14:23, , , , , , , ,31, ,0.0,0.0,5.4, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190207,2400,1440,50,15:43,32,05:56, ,40, , , , , , , , , , , , ,89, ,50, ,75, , , , , , , , , , , , , , , , ,0.00,0.05,271, , , ,90,9,15:23, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190208,2400,1440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nickels_Soils_Lab.P,20190209,2400,1440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nickels_Soils_Lab.P,20190210,2400,1440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,
Nickels_Soils_Lab.P,20190211,2400,1440,51,15:47,30,05:51, ,41, , , , , , , , , , , , ,91, ,50, ,72, , , , , , , , , , , , , , , , ,0.00,0.05,226, , , ,127,15,14:21, , , , , , , ,32, ,0.0,0.0,5.2, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190212,2400,1440,44,14:44,34,03:01, ,40, , , , , , , , , , , , ,91, ,64, ,81, , , , , , , , , , , , , , , , ,0.17,0.02,84, , , ,289,10,19:18, , , , , , , ,34, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190213,2400,1440,45,12:13,40,00:09, ,42, , , , , , , , , , , , ,93, ,91, ,93, , , , , , , , , , , , , , , , ,3.32,0.01,44, , , ,331,18,04:14, , , , , , , ,40, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190214,2400,1440,61,14:50,42,01:05, ,52, , , , , , , , , , , , ,94, ,41, ,72, , , , , , , , , , , , , , , , ,1.43,0.08,269, , , ,233,34,07:57, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,6.3, ,
Nickels_Soils_Lab.P,20190215,2400,1440,52,11:50,37,06:34, ,45, , , , , , , , , , , , ,89, ,45, ,68, , , , , , , , , , , , , , , , ,0.03,0.06,246, , , ,260,24,12:56, , , , , , , ,35, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190216,2400,1440,55,14:40,42,02:43, ,47, , , , , , , , , , , , ,81, ,34, ,58, , , , , , , , , , , , , , , , ,0.00,0.11,373, , , ,286,27,10:14, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,0.1, ,
Nickels_Soils_Lab.P,20190217,2400,1440,53,15:14,37,07:13, ,44, , , , , , , , , , , , ,90, ,36, ,65, , , , , , , , , , , , , , , , ,0.08,0.08,366, , , ,319,20,21:35, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190218,2400,1440,56,15:37,37,04:11, ,45, , , , , , , , , , , , ,63, ,24, ,45, , , , , , , , , , , , , , , , ,0.00,0.11,395, , , ,2,26,09:36, , , , , , , ,24, ,0.0,0.0,0.0, , , , , , , , , ,0.1, ,
Nickels_Soils_Lab.P,20190219,2400,1440,56,14:14,37,06:55, ,46, , , , , , , , , , , , ,77, ,26, ,49, , , , , , , , , , , , , , , , ,0.00,0.10,380, , , ,331,20,10:09, , , , , , , ,27, ,0.0,0.0,0.0, , , , , , , , , ,1.9, ,
Nickels_Soils_Lab.P,20190220,2400,1440,57,14:33,37,07:14, ,46, , , , , , , , , , , , ,86, ,31, ,64, , , , , , , , , , , , , , , , ,0.00,0.08,353, , , ,78,15,12:29, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,1.8, ,
Nickels_Soils_Lab.P,20190221,2400,1440,55,15:04,34,06:37, ,45, , , , , , , , , , , , ,84, ,24, ,49, , , , , , , , , , , , , , , , ,0.00,0.12,406, , , ,354,34,09:59, , , , , , , ,25, ,0.0,0.0,0.0, , , , , , , , , ,0.1, ,
Nickels_Soils_Lab.P,20190222,2400,1440,58,15:25,35,23:59, ,45, , , , , , , , , , , , ,74, ,17, ,39, , , , , , , , , , , , , , , , ,0.00,0.11,418, , , ,320,21,09:51, , , , , , , ,20, ,0.0,0.0,0.0, , , , , , , , , ,3.3, ,
Nickels_Soils_Lab.P,20190223,2400,1440,53,15:53,30,03:23, ,42, , , , , , , , , , , , ,89, ,44, ,69, , , , , , , , , , , , , , , , ,0.00,0.05,193, , , ,189,11,13:30, , , , , , , ,32, ,0.0,0.0,3.1, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190224,2400,1440,55,12:56,42,01:23, ,49, , , , , , , , , , , , ,83, ,56, ,69, , , , , , , , , , , , , , , , ,0.00,0.06,164, , , ,179,18,13:26, , , , , , , ,39, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190225,2400,1440,53,14:31,46,06:31, ,50, , , , , , , , , , , , ,90, ,61, ,80, , , , , , , , , , , , , , , , ,0.60,0.04,81, , , ,158,31,17:02, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190226,2400,1440,52,13:43,48,20:54, ,50, , , , , , , , , , , , ,92, ,86, ,90, , , , , , , , , , , , , , , , ,1.81,0.03,84, , , ,132,32,18:03, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190227,2400,1440,62,15:03,47,02:29, ,53, , , , , , , , , , , , ,91, ,50, ,76, , , , , , , , , , , , , , , , ,0.72,0.07,249, , , ,163,29,00:34, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,5.2, ,
Nickels_Soils_Lab.P,20190228,2400,1440,57,15:04,45,06:57, ,50, , , , , , , , , , , , ,83, ,33, ,56, , , , , , , , , , , , , , , , ,0.00,0.10,381, , , ,224,22,05:51, , , , , , , ,34, ,0.0,0.0,0.0, , , , , , , , , ,2.9, ,
Nickels_Soils_Lab.P,20190301,2400,1440,56,14:02,43,03:50, ,49, , , , , , , , , , , , ,88, ,49, ,74, , , , , , , , , , , , , , , , ,0.01,0.06,214, , , ,341,12,23:56, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,2.6, ,
Nickels_Soils_Lab.P,20190302,2400,1440,56,15:27,45,07:02, ,49, , , , , , , , , , , , ,93, ,74, ,88, , , , , , , , , , , , , , , , ,0.65,0.04,167, , , ,323,18,06:34, , , , , , , ,46, ,0.0,0.0,0.0, , , , , , , , , ,1.0, ,
Nickels_Soils_Lab.P,20190303,2400,1440,61,14:34,45,23:58, ,53, , , , , , , , , , , , ,92, ,72, ,88, , , , , , , , , , , , , , , , ,0.10,0.05,187, , , ,312,14,14:59, , , , , , , ,49, ,0.0,0.0,0.0, , , , , , , , , ,3.9, ,
Nickels_Soils_Lab.P,20190304,2400,1440,59,14:57,42,02:18, ,51, , , , , , , , , , , , ,91, ,56, ,78, , , , , , , , , , , , , , , , ,0.00,0.06,247, , , ,94,12,14:17, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,7.2, ,
Nickels_Soils_Lab.P,20190305,2400,1440,52,17:19,47,00:06, ,50, , , , , , , , , , , , ,91, ,86, ,89, , , , , , , , , , , , , , , , ,0.38,0.02, , , , ,170,25,22:37, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190306,2400,1440,61,14:08,49,23:58, ,54, , , , , , , , , , , , ,92, ,54, ,81, , , , , , , , , , , , , , , , ,0.29,0.08,311, , , ,160,25,05:31, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,7.5, ,
Nickels_Soils_Lab.P,20190307,2400,1440,59,12:27,41,23:59, ,51, , , , , , , , , , , , ,92, ,37, ,64, , , , , , , , , , , , , , , , ,0.00,0.10,361, , , ,206,18,11:42, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,7.0, ,
Nickels_Soils_Lab.P,20190308,2400,1440,55,14:25,35,04:58, ,46, , , , , , , , , , , , ,92, ,32, ,65, , , , , , , , , , , , , , , , ,0.00,0.09,325, , , ,254,15,19:59, , , , , , , ,34, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190309,2400,1440,51,16:28,41,07:38, ,45, , , , , , , , , , , , ,91, ,49, ,78, , , , , , , , , , , , , , , , ,0.16,0.05,192, , , ,167,21,11:35, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190310,2400,1440,59,14:22,43,02:34, ,48, , , , , , , , , , , , ,91, ,43, ,73, , , , , , , , , , , , , , , , ,0.00,0.08,288, , , ,326,19,23:19, , , , , , , ,40, ,0.0,0.0,0.0, , , , , , , , , ,3.9, ,
Nickels_Soils_Lab.P,20190311,2400,1440,68,14:50,44,02:58, ,54, , , , , , , , , , , , ,71, ,23, ,48, , , , , , , , , , , , , , , , ,0.00,0.15,489, , , ,352,26,09:17, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,8.3, ,
Nickels_Soils_Lab.P,20190312,2400,1440,65,15:26,41,06:09, ,54, , , , , , , , , , , , ,79, ,18, ,46, , , , , , , , , , , , , , , , ,0.00,0.15,476, , , ,343,30,16:08, , , , , , , ,32, ,0.0,0.0,0.0, , , , , , , , , ,9.4, ,
Nickels_Soils_Lab.P,20190313,2400,1440,63,15:14,42,05:53, ,51, , , , , , , , , , , , ,66, ,14, ,39, , , , , , , , , , , , , , , , ,0.00,0.15,507, , , ,17,26,10:00, , , , , , , ,26, ,0.0,0.0,0.0, , , , , , , , , ,6.9, ,
Nickels_Soils_Lab.P,20190314,2400,1440,68,15:43,42,23:59, ,53, , , , , , , , , , , , ,73, ,14, ,41, , , , , , , , , , , , , , , , ,0.00,0.16,503, , , ,329,23,08:41, , , , , , , ,28, ,0.0,0.0,0.0, , , , , , , , , ,8.0, ,
Nickels_Soils_Lab.P,20190315,2400,1440,70,15:37,39,05:54, ,53, , , , , , , , , , , , ,82, ,16, ,52, , , , , , , , , , , , , , , , ,0.00,0.14,507, , , ,313,13,10:24, , , , , , , ,33, ,0.0,0.0,0.0, , , , , , , , , ,9.3, ,
Nickels_Soils_Lab.P,20190316,2400,1440,73,15:13,38,06:19, ,55, , , , , , , , , , , , ,87, ,18, ,58, , , , , , , , , , , , , , , , ,0.00,0.14,509, , , ,313,12,11:32, , , , , , , ,37, ,0.0,0.0,0.0, , , , , , , , , ,9.3, ,
Nickels_Soils_Lab.P,20190317,2400,1440,74,15:29,42,04:51, ,56, , , , , , , , , , , , ,89, ,24, ,63, , , , , , , , , , , , , , , , ,0.00,0.14,491, , , ,324,11,13:39, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,9.9, ,
Nickels_Soils_Lab.P,20190318,2400,1440,76,15:43,43,03:13, ,59, , , , , , , , , , , , ,88, ,26, ,60, , , , , , , , , , , , , , , , ,0.00,0.15,508, , , ,343,12,08:58, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,10.3, ,
Nickels_Soils_Lab.P,20190319,2400,1440,72,14:26,49,06:27, ,60, , , , , , , , , , , , ,83, ,26, ,58, , , , , , , , , , , , , , , , ,0.00,0.10,326, , , ,215,18,23:58, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,10.4, ,
Nickels_Soils_Lab.P,20190320,2400,1440,63,14:23,45,23:59, ,53, , , , , , , , , , , , ,92, ,35, ,73, , , , , , , , , , , , , , , , ,0.35,0.10,370, , , ,145,24,10:25, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,7.1, ,
Nickels_Soils_Lab.P,20190321,2400,1440,65,14:27,41,06:19, ,52, , , , , , , , , , , , ,91, ,37, ,69, , , , , , , , , , , , , , , , ,0.00,0.12,489, , , ,319,13,09:02, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,9.0, ,
Nickels_Soils_Lab.P,20190322,2400,1440,52,14:56,41,03:35, ,48, , , , , , , , , , , , ,92, ,70, ,88, , , , , , , , , , , , , , , , ,0.44,0.03, , , , ,162,18,11:03, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190323,2400,1440,65,13:51,43,23:41, ,53, , , , , , , , , , , , ,92, ,25, ,76, , , , , , , , , , , , , , , , ,0.05,0.11,412, , , ,56,17,16:42, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,7.8, ,
Nickels_Soils_Lab.P,20190324,2400,1440,63,13:54,40,03:40, ,51, , , , , , , , , , , , ,92, ,43, ,74, , , , , , , , , , , , , , , , ,0.00,0.11,445, , , ,320,13,10:01, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,8.0, ,
Nickels_Soils_Lab.P,20190325,2400,1440,58,15:36,47,04:38, ,52, , , , , , , , , , , , ,92, ,64, ,82, , , , , , , , , , , , , , , , ,0.06,0.04,135, , , ,138,19,10:13, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,3.5, ,
Nickels_Soils_Lab.P,20190326,2400,1440,63,15:39,46,06:34, ,55, , , , , , , , , , , , ,92, ,41, ,76, , , , , , , , , , , , , , , , ,0.28,0.11,393, , , ,135,15,13:39, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,8.8, ,
Nickels_Soils_Lab.P,20190327,2400,1440,64,13:33,44,23:26, ,54, , , , , , , , , , , , ,93, ,35, ,74, , , , , , , , , , , , , , , , ,0.07,0.11,365, , , ,203,22,14:24, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,7.5, ,
Nickels_Soils_Lab.P,20190328,2400,1440,57,15:36,44,23:37, ,50, , , , , , , , , , , , ,90, ,58, ,79, , , , , , , , , , , , , , , , ,0.23,0.06,223, , , ,262,25,11:47, , , , , , , ,43, ,0.0,0.0,0.0, , , , , , , , , ,0.7, ,
Nickels_Soils_Lab.P,20190329,2400,1440,65,14:36,40,05:27, ,51, , , , , , , , , , , , ,92, ,36, ,72, , , , , , , , , , , , , , , , ,0.00,0.13,537, , , ,28,16,15:13, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,8.1, ,
Nickels_Soils_Lab.P,20190330,2400,1440,73,15:45,42,05:20, ,57, , , , , , , , , , , , ,88, ,20, ,58, , , , , , , , , , , , , , , , ,0.00,0.17,569, , , ,334,25,08:46, , , , , , , ,40, ,0.0,0.0,0.0, , , , , , , , , ,10.2, ,
Nickels_Soils_Lab.P,20190331,2400,1440,76,14:15,43,05:05, ,59, , , , , , , , , , , , ,85, ,22, ,57, , , , , , , , , , , , , , , , ,0.00,0.16,528, , , ,333,15,08:52, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,10.6, ,
Nickels_Soils_Lab.P,20190401,2400,1440,68,10:34,51,06:10, ,57, , , , , , , , , , , , ,90, ,40, ,76, , , , , , , , , , , , , , , , ,0.08,0.08,266, , , ,132,10,15:15, , , , , , , ,49, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190402,2400,1440,66,15:05,50,23:58, ,57, , , , , , , , , , , , ,92, ,48, ,72, , , , , , , , , , , , , , , , ,0.06,0.11,388, , , ,242,18,17:29, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190403,2400,1440,62,14:33,45,06:11, ,54, , , , , , , , , , , , ,92, ,57, ,79, , , , , , , , , , , , , , , , ,0.00,0.06,225, , , ,171,9,13:21, , , , , , , ,47, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190404,2400,1440,65,15:49,49,23:59, ,57, , , , , , , , , , , , ,85, ,46, ,67, , , , , , , , , , , , , , , , ,0.00,0.09,319, , , ,221,16,14:42, , , , , , , ,46, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190405,2400,1440,64,14:14,49,00:09, ,55, , , , , , , , , , , , ,88, ,52, ,79, , , , , , , , , , , , , , , , ,0.02,0.08,253, , , ,141,19,11:22, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190406,2400,1440,66,16:50,52,01:53, ,58, , , , , , , , , , , , ,86, ,55, ,74, , , , , , , , , , , , , , , , ,0.00,0.08,238, , , ,207,20,13:54, , , , , , , ,49, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190407,2400,1440,75,15:39,54,06:02, ,63, , , , , , , , , , , , ,90, ,44, ,71, , , , , , , , , , , , , , , , ,0.00,0.14,477, , , ,125,15,10:06, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190408,2400,1440,72,11:26,55,22:21, ,62, , , , , , , , , , , , ,89, ,57, ,74, , , , , , , , , , , , , , , , ,0.00,0.09,254, , , ,261,19,23:51, , , , , , , ,54, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190409,2400,1440,69,13:54,48,05:55, ,58, , , , , , , , , , , , ,78, ,19, ,49, , , , , , , , , , , , , , , , ,0.00,0.20,616, , , ,335,27,16:00, , , , , , , ,38, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190410,2400,1440,72,16:30,42,05:26, ,58, , , , , , , , , , , , ,79, ,22, ,46, , , , , , , , , , , , , , , , ,0.00,0.20,609, , , ,330,29,11:01, , , , , , , ,36, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190411,2400,1440,69,14:21,48,23:56, ,59, , , , , , , , , , , , ,80, ,28, ,53, , , , , , , , , , , , , , , , ,0.00,0.13,393, , , ,28,19,15:20, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190412,2400,1440,75,15:39,47,02:50, ,60, , , , , , , , , , , , ,80, ,21, ,50, , , , , , , , , , , , , , , , ,0.00,0.20,618, , , ,349,29,09:59, , , , , , , ,40, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190413,2400,1440,75,16:11,45,05:52, ,62, , , , , , , , , , , , ,89, ,28, ,57, , , , , , , , , , , , , , , , ,0.00,0.18,589, , , ,146,16,16:23, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190414,2400,1440,74,13:04,45,05:03, ,60, , , , , , , , , , , , ,91, ,15, ,56, , , , , , , , , , , , , , , , ,0.00,0.17,430, , , ,227,26,18:01, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190415,2400,1440,60,13:41,46,03:01, ,53, , , , , , , , , , , , ,88, ,39, ,67, , , , , , , , , , , , , , , , ,0.00,0.07,150, , , ,180,19,22:29, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190416,2400,1440,70,15:43,47,05:10, ,56, , , , , , , , , , , , ,93, ,31, ,69, , , , , , , , , , , , , , , , ,0.00,0.14,516, , , ,348,16,07:29, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190417,2400,1440,80,15:52,44,05:42, ,61, , , , , , , , , , , , ,90, ,23, ,60, , , , , , , , , , , , , , , , ,0.00,0.18,626, , , ,307,14,11:11, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190418,2400,1440,84,15:44,48,05:33, ,66, , , , , , , , , , , , ,88, ,29, ,63, , , , , , , , , , , , , , , , ,0.00,0.19,628, , , ,36,7,12:18, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190419,2400,1440,82,15:46,52,05:00, ,68, , , , , , , , , , , , ,91, ,37, ,64, , , , , , , , , , , , , , , , ,0.00,0.18,538, , , ,161,17,16:23, , , , , , , ,54, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190420,2400,1440,73,15:27,51,23:59, ,61, , , , , , , , , , , , ,90, ,26, ,68, , , , , , , , , , , , , , , , ,0.03,0.18,553, , , ,248,22,11:33, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190421,2400,1440,78,15:07,48,04:08, ,63, , , , , , , , , , , , ,91, ,20, ,56, , , , , , , , , , , , , , , , ,0.00,0.22,658, , , ,339,24,10:41, , , , , , , ,44, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190422,2400,1440,86,15:09,52,04:08, ,69, , , , , , , , , , , , ,74, ,13, ,42, , , , , , , , , , , , , , , , ,0.00,0.26,652, , , ,325,25,11:21, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190423,2400,1440,90,14:39,60,00:36, ,75, , , , , , , , , , , , ,77, ,23, ,46, , , , , , , , , , , , , , , , ,0.00,0.24,620, , , ,333,21,08:37, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190424,2400,1440,89,13:56,60,04:46, ,75, , , , , , , , , , , , ,84, ,26, ,56, , , , , , , , , , , , , , , , ,0.00,0.22,642, , , ,336,11,07:47, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190425,2400,1440,88,15:39,59,04:58, ,73, , , , , , , , , , , , ,89, ,27, ,59, , , , , , , , , , , , , , , , ,0.00,0.22,649, , , ,145,13,15:58, , , , , , , ,57, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190426,2400,1440,89,16:02,52,05:09, ,69, , , , , , , , , , , , ,90, ,22, ,61, , , , , , , , , , , , , , , , ,0.00,0.20,648, , , ,13,10,09:12, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190427,2400,1440,83,15:09,56,23:59, ,69, , , , , , , , , , , , ,87, ,28, ,59, , , , , , , , , , , , , , , , ,0.00,0.21,635, , , ,160,13,17:00, , , , , , , ,52, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190428,2400,1440,82,15:56,51,04:52, ,65, , , , , , , , , , , , ,90, ,28, ,64, , , , , , , , , , , , , , , , ,0.00,0.19,631, , , ,307,12,07:49, , , , , , , ,51, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190429,2400,1440,79,16:17,49,05:13, ,65, , , , , , , , , , , , ,89, ,31, ,60, , , , , , , , , , , , , , , , ,0.00,0.20,648, , , ,329,15,08:41, , , , , , , ,49, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190430,2400,1440,71,15:51,46,05:17, ,59, , , , , , , , , , , , ,87, ,31, ,65, , , , , , , , , , , , , , , , ,0.00,0.15,547, , , ,320,18,09:48, , , , , , , ,46, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190501,2400,1440,79,14:52,46,05:04, ,64, , , , , , , , , , , , ,83, ,10, ,40, , , , , , , , , , , , , , , , ,0.00,0.23,692, , , ,292,16,12:01, , , , , , , ,35, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190502,2400,1440,81,15:51,45,05:18, ,65, , , , , , , , , , , , ,83, ,17, ,46, , , , , , , , , , , , , , , , ,0.00,0.22,681, , , ,321,14,08:48, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190503,2400,1440,82,14:38,51,04:33, ,66, , , , , , , , , , , , ,79, ,17, ,45, , , , , , , , , , , , , , , , ,0.00,0.21,663, , , ,116,10,14:00, , , , , , , ,42, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190504,2400,1440,83,16:22,46,04:59, ,65, , , , , , , , , , , , ,87, ,12, ,46, , , , , , , , , , , , , , , , ,0.00,0.21,690, , , ,92,9,00:19, , , , , , , ,41, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190505,2400,1440,80,15:30,44,05:18, ,62, , , , , , , , , , , , ,89, ,23, ,58, , , , , , , , , , , , , , , , ,0.00,0.21,668, , , ,94,18,20:54, , , , , , , ,45, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190506,2400,1440,76,15:13,49,05:20, ,61, , , , , , , , , , , , ,86, ,35, ,63, , , , , , , , , , , , , , , , ,0.00,0.19,659, , , ,110,21,17:07, , , , , , , ,48, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190507,2400,1440,79,16:27,48,05:01, ,64, , , , , , , , , , , , ,90, ,37, ,64, , , , , , , , , , , , , , , , ,0.00,0.20,648, , , ,144,13,15:46, , , , , , , ,50, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
Nickels_Soils_Lab.P,20190508,2400,1440,84,15:09,51,05:00, ,67, , , , , , , , , , , , ,90, ,28, ,65, , , , , , , , , , , , , , , , ,0.00,0.19,661, , , ,0,10,13:31, , , , , , , ,53, ,0.0,0.0,0.0, , , , , , , , , ,0.0, ,
